"convid","cm","client","subject","open","accepted","updated","created"
1460,73,722,"Appointment reminder",FALSE,TRUE,"2016-08-09 19:30:44.035826+00","2016-08-09 19:30:37.525616+00"
1479,73,724,"New Convo 2016-08-10 at 02:26:56.329",TRUE,TRUE,"2016-08-12 15:03:22.764193+00","2016-08-10 02:28:59.864616+00"
1462,73,723,"Appointment reminder",FALSE,TRUE,"2016-08-09 19:32:24.71855+00","2016-08-09 19:32:18.042017+00"
1463,73,724,"Appointment reminder",FALSE,TRUE,"2016-08-09 19:33:44.884022+00","2016-08-09 19:33:39.125457+00"
1464,73,725,"Appointment reminder",FALSE,TRUE,"2016-08-09 19:37:12.817892+00","2016-08-09 19:37:06.867997+00"
1465,73,726,"Appointment reminder",FALSE,TRUE,"2016-08-09 19:38:55.065227+00","2016-08-09 19:38:49.867154+00"
1466,73,719,"New Convo 2016-08-09 at 19:37:04.341",TRUE,FALSE,"2016-08-09 19:39:07.523316+00","2016-08-09 19:39:07.507043+00"
1337,21,106,"New Convo 2016-08-04 at 17:52:47.086",TRUE,TRUE,"2016-08-18 21:58:29.390575+00","2016-08-04 17:54:43.633902+00"
1475,73,725,"New Convo 2016-08-09 at 21:39:04.709",TRUE,FALSE,"2016-08-09 21:41:07.997445+00","2016-08-09 21:41:07.987278+00"
1471,28,120,"New Convo 2016-08-09 at 20:48:05.997",FALSE,TRUE,"2016-08-09 20:53:36.841169+00","2016-08-09 20:50:09.227861+00"
1477,66,731,"New Conversation on 08/09",TRUE,TRUE,"2016-08-09 21:53:59.458358+00","2016-08-09 21:53:18.06492+00"
1490,73,737,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:26:17.127369+00","2016-08-10 19:11:44.749514+00"
1473,66,729,"New Conversation on 08/09",TRUE,TRUE,"2016-08-09 22:23:49.219516+00","2016-08-09 21:14:55.916746+00"
1433,63,439,"New Convo 2016-08-09 at 01:18:56.654",FALSE,TRUE,"2016-08-16 21:38:04.131721+00","2016-08-09 01:20:58.824199+00"
1474,66,730,"New Conversation on 08/09",TRUE,TRUE,"2016-08-09 21:24:17.9398+00","2016-08-09 21:22:56.460481+00"
1469,73,718,"New Convo 2016-08-09 at 19:52:31.738",TRUE,FALSE,"2016-08-25 21:46:34.426494+00","2016-08-09 19:54:34.918188+00"
1482,74,732,"New Conversation on 08/10",FALSE,TRUE,"2016-08-10 16:54:23.140792+00","2016-08-10 14:42:02.100932+00"
1478,20,694,"Reminder",TRUE,TRUE,"2016-08-10 01:01:23.085698+00","2016-08-10 01:01:22.508775+00"
1437,63,411,"Positive Drug Test",FALSE,TRUE,"2016-08-16 21:38:21.146343+00","2016-08-09 15:44:16.187487+00"
1467,73,726,"New Convo 2016-08-09 at 19:37:04.341",TRUE,TRUE,"2016-08-12 15:03:40.13125+00","2016-08-09 19:39:07.507043+00"
1480,22,459,"New Conversation on 08/10",FALSE,TRUE,"2016-08-10 13:44:51.143656+00","2016-08-10 13:44:47.519065+00"
1476,63,334,"Failed to Report",FALSE,TRUE,"2016-08-16 21:16:00.650076+00","2016-08-09 21:49:10.957538+00"
1430,28,699,"Project Reality",FALSE,TRUE,"2016-08-08 21:39:14.28595+00","2016-08-08 21:39:00.002635+00"
1489,73,736,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:10:09.924871+00","2016-08-10 19:10:02.895876+00"
1486,28,196,"Visions Part 2!",FALSE,TRUE,"2016-08-10 22:00:54.956418+00","2016-08-10 18:42:45.701162+00"
1487,28,196,"Visions!",FALSE,TRUE,"2016-08-10 22:01:46.001961+00","2016-08-10 18:42:45.702856+00"
1491,73,738,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:28:21.863436+00","2016-08-10 19:26:56.250336+00"
1492,73,739,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:37:18.644546+00","2016-08-10 19:29:09.581598+00"
1494,73,741,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:44:25.797246+00","2016-08-10 19:43:28.180172+00"
1495,73,742,"Appointment reminder",FALSE,TRUE,"2016-08-10 19:45:55.585904+00","2016-08-10 19:45:28.539349+00"
1484,59,734,"New Conversation on 08/10",TRUE,TRUE,"2016-08-24 16:21:19.885261+00","2016-08-10 16:50:15.743005+00"
1427,63,550,"Missed Drug Test",FALSE,TRUE,"2016-08-17 14:51:12.928527+00","2016-08-08 20:45:28.117721+00"
1500,64,746,"New Conversation on 08/10",TRUE,TRUE,"2016-08-11 18:04:05.884953+00","2016-08-10 21:22:25.862241+00"
1498,66,744,"New Conversation on 08/10",TRUE,TRUE,"2016-08-22 14:54:22.26642+00","2016-08-10 20:37:11.906957+00"
1470,21,727,"New Conversation on 08/09",TRUE,TRUE,"2016-08-24 22:24:43.114067+00","2016-08-09 20:47:51.243264+00"
1485,74,732,"New Convo 2016-08-10 at 17:28:06.996",TRUE,TRUE,"2016-08-11 14:42:22.539961+00","2016-08-10 17:30:11.348442+00"
1488,71,735,"Testing",TRUE,TRUE,"2016-08-17 17:43:45.04415+00","2016-08-10 18:48:03.792737+00"
1461,73,722,"New Convo 2016-08-09 at 19:29:48.243",TRUE,TRUE,"2016-08-18 22:16:41.187812+00","2016-08-09 19:31:51.402124+00"
1441,63,332,"New Convo 2016-08-09 at 16:20:27.318",FALSE,TRUE,"2016-08-16 21:38:38.044184+00","2016-08-09 16:22:30.305911+00"
1445,59,714,"New Conversation on 08/09",TRUE,TRUE,"2016-08-24 20:30:33.54085+00","2016-08-09 16:26:39.272001+00"
1472,66,728,"New Conversation on 08/09",TRUE,TRUE,"2016-08-25 22:36:09.17652+00","2016-08-09 21:03:34.806712+00"
1499,75,745,"New Conversation on 08/10",TRUE,TRUE,"2016-08-16 15:13:21.189388+00","2016-08-10 20:47:42.290563+00"
1468,63,509,"New Conversation on 08/09",FALSE,TRUE,"2016-08-16 21:37:06.053774+00","2016-08-09 19:47:54.230778+00"
1442,63,523,"Missed Drug Test",FALSE,TRUE,"2016-08-16 21:37:45.102113+00","2016-08-09 16:22:42.863897+00"
1502,28,196,"Tx Plan Update",FALSE,TRUE,"2016-08-10 22:36:46.281668+00","2016-08-10 22:36:39.852577+00"
1569,59,501,"Attempted Contact",TRUE,TRUE,"2016-08-18 14:20:29.598352+00","2016-08-15 14:07:23.82056+00"
1551,67,784,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 17:53:59.507799+00","2016-08-12 17:53:59.507799+00"
1503,28,196,"New Convo 2016-08-10 at 22:37:54.814",FALSE,TRUE,"2016-08-10 22:40:53.098241+00","2016-08-10 22:39:59.449069+00"
1525,73,763,"New Convo 2016-08-11 at 17:35:24.831",FALSE,TRUE,"2016-08-11 17:45:47.55014+00","2016-08-11 17:37:30.498732+00"
1540,28,196,"New Convo 2016-08-11 at 22:28:02.069",FALSE,TRUE,"2016-08-11 22:37:15.314873+00","2016-08-11 22:30:08.000022+00"
1504,28,196,"New Convo 2016-08-10 at 22:41:03.910",FALSE,TRUE,"2016-08-10 22:44:09.782566+00","2016-08-10 22:43:08.549289+00"
1552,28,532,"New Convo 2016-08-12 at 17:58:26.266",FALSE,TRUE,"2016-08-15 18:23:49.002332+00","2016-08-12 18:00:33.260638+00"
1524,22,762,"New Convo 2016-08-11 at 17:32:23.720",FALSE,TRUE,"2016-08-11 17:55:53.129683+00","2016-08-11 17:34:29.384896+00"
1505,28,196,"New Convo 2016-08-10 at 22:43:19.842",FALSE,TRUE,"2016-08-10 22:47:13.161839+00","2016-08-10 22:45:24.4831+00"
1526,28,533,"New Convo 2016-08-11 at 17:41:54.799",FALSE,TRUE,"2016-08-11 18:02:19.570069+00","2016-08-11 17:44:00.472085+00"
1527,22,767,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 18:07:55.614433+00","2016-08-11 17:58:58.456373+00"
1507,28,532,"New Convo 2016-08-10 at 23:52:15.543",FALSE,TRUE,"2016-08-10 23:59:47.089054+00","2016-08-10 23:54:20.244526+00"
1542,28,57,"Returning your call",FALSE,TRUE,"2016-08-11 23:14:59.024005+00","2016-08-11 23:14:54.954922+00"
1508,28,532,"New Convo 2016-08-10 at 23:58:04.227",FALSE,TRUE,"2016-08-11 00:01:48.755936+00","2016-08-11 00:00:08.933731+00"
1509,28,52,"Sup?",FALSE,TRUE,"2016-08-11 00:51:10.257693+00","2016-08-11 00:51:04.94103+00"
1528,77,770,"Continuing Care",FALSE,TRUE,"2016-08-11 19:20:35.947684+00","2016-08-11 19:20:16.18324+00"
1529,22,460,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 19:30:13.722446+00","2016-08-11 19:30:11.25306+00"
1515,28,52,"New Convo 2016-08-11 at 14:24:15.142",FALSE,TRUE,"2016-08-11 23:15:42.906644+00","2016-08-11 14:26:20.635882+00"
1553,56,785,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 18:20:10.249587+00","2016-08-12 18:20:10.249587+00"
1512,22,566,"New Convo 2016-08-11 at 12:02:33.106",FALSE,TRUE,"2016-08-11 13:21:26.475966+00","2016-08-11 12:04:38.470506+00"
1513,22,749,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 13:40:13.352175+00","2016-08-11 13:38:08.657979+00"
1506,66,748,"New Conversation on 08/10",TRUE,TRUE,"2016-08-25 15:18:44.630021+00","2016-08-10 22:46:13.028777+00"
1543,28,57,"New Convo 2016-08-11 at 23:46:23.148",FALSE,TRUE,"2016-08-12 01:05:31.600962+00","2016-08-11 23:48:29.148683+00"
1514,22,576,"New Convo 2016-08-11 at 13:54:45.721",FALSE,TRUE,"2016-08-11 13:58:42.820164+00","2016-08-11 13:56:51.18842+00"
1554,56,786,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 18:35:05.941598+00","2016-08-12 18:34:40.405636+00"
1516,77,750,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 16:48:07.676768+00","2016-08-11 16:35:16.478142+00"
1511,73,740,"New Convo 2016-08-11 at 03:09:56.488",TRUE,TRUE,"2016-08-11 16:59:44.687682+00","2016-08-11 03:12:01.370313+00"
1510,73,741,"New Convo 2016-08-11 at 03:09:56.488",TRUE,TRUE,"2016-08-11 17:01:04.797388+00","2016-08-11 03:12:01.370313+00"
1544,77,772,"New Convo 2016-08-12 at 03:02:20.035",FALSE,TRUE,"2016-08-14 19:16:09.137747+00","2016-08-12 03:04:26.215745+00"
1518,21,608,"Reminder of Appointment",TRUE,TRUE,"2016-08-11 17:12:47.743489+00","2016-08-11 17:12:47.212093+00"
1520,73,763,"Appointment reminder",FALSE,TRUE,"2016-08-11 17:19:28.594644+00","2016-08-11 17:18:01.938433+00"
1517,73,761,"Appointment reminder",FALSE,TRUE,"2016-08-11 17:19:53.595255+00","2016-08-11 17:11:33.78019+00"
1521,73,764,"Appointment reminder",FALSE,TRUE,"2016-08-11 17:20:42.778827+00","2016-08-11 17:20:38.91478+00"
1522,73,765,"Appointment reminder",FALSE,TRUE,"2016-08-11 17:21:54.4947+00","2016-08-11 17:21:48.386762+00"
1523,73,766,"Appointment reminder",FALSE,TRUE,"2016-08-11 17:23:11.849193+00","2016-08-11 17:22:42.85116+00"
1531,77,771,"Continuing Care",FALSE,TRUE,"2016-08-11 19:49:30.2705+00","2016-08-11 19:49:21.155188+00"
1519,22,762,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 17:32:55.516954+00","2016-08-11 17:17:39.859312+00"
1556,56,788,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 18:46:09.108951+00","2016-08-12 18:46:09.108951+00"
1557,56,789,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 18:51:09.699573+00","2016-08-12 18:51:09.699573+00"
1532,77,772,"Continuing Care",FALSE,TRUE,"2016-08-11 19:50:59.925463+00","2016-08-11 19:50:56.565235+00"
1533,77,773,"Continuing Care",FALSE,TRUE,"2016-08-11 19:52:33.63725+00","2016-08-11 19:52:16.563017+00"
1530,66,704,"New Conversation on 08/11",FALSE,TRUE,"2016-08-24 22:18:27.756085+00","2016-08-11 19:30:36.341905+00"
1555,56,787,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 18:57:51.717882+00","2016-08-12 18:39:42.03057+00"
1558,56,186,"New Convo 2016-08-12 at 19:45:10.729",TRUE,FALSE,"2016-08-12 19:47:17.830388+00","2016-08-12 19:47:17.821443+00"
1534,77,772,"New Convo 2016-08-11 at 19:52:09.551",FALSE,TRUE,"2016-08-11 20:38:02.59399+00","2016-08-11 19:54:15.341679+00"
1560,67,792,"New Conversation on 08/12",TRUE,TRUE,"2016-08-12 20:26:14.41932+00","2016-08-12 20:26:14.41932+00"
1501,66,747,"New Conversation on 08/10",TRUE,TRUE,"2016-08-11 20:55:18.528509+00","2016-08-10 21:42:46.127675+00"
1536,77,776,"APPT. Tomorrow",FALSE,TRUE,"2016-08-11 21:13:34.839536+00","2016-08-11 21:09:00.122953+00"
1539,77,777,"New Convo 2016-08-11 at 22:01:28.312",FALSE,TRUE,"2016-08-12 21:14:03.410256+00","2016-08-11 22:03:34.218802+00"
1570,73,794,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 16:21:28.234598+00","2016-08-15 14:49:01.896494+00"
1537,77,770,"New Convo 2016-08-11 at 21:37:59.602",FALSE,TRUE,"2016-08-11 21:55:27.225154+00","2016-08-11 21:40:05.487939+00"
1538,77,777,"New Conversation on 08/11",FALSE,TRUE,"2016-08-11 21:55:49.712726+00","2016-08-11 21:54:43.753278+00"
1545,22,779,"New Conversation on 08/12",FALSE,TRUE,"2016-08-12 14:14:33.517788+00","2016-08-12 13:49:32.622259+00"
1547,71,780,"Testing",TRUE,TRUE,"2016-08-12 15:02:32.89555+00","2016-08-12 15:02:32.89555+00"
1546,22,570,"New Conversation on 08/12",FALSE,TRUE,"2016-08-12 15:08:07.105962+00","2016-08-12 14:59:01.605834+00"
1549,74,782,"appointment",TRUE,TRUE,"2016-08-12 16:06:23.440863+00","2016-08-12 16:06:23.440863+00"
1566,49,793,"Individual Therapy Reminder",TRUE,TRUE,"2016-08-23 14:49:42.074212+00","2016-08-15 01:12:52.615394+00"
1548,64,781,"New Conversation on 08/12",TRUE,TRUE,"2016-08-23 22:08:09.924002+00","2016-08-12 15:46:02.066691+00"
1571,10,795,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 16:49:20.099269+00","2016-08-15 16:45:58.488876+00"
1577,21,541,"Phone Appointment Reminder",TRUE,TRUE,"2016-08-25 20:50:07.278141+00","2016-08-15 19:12:53.794665+00"
1563,73,672,"New Convo 2016-08-13 at 05:15:25.437",TRUE,TRUE,"2016-08-15 13:37:46.320289+00","2016-08-13 05:17:33.047071+00"
1550,22,570,"New Convo 2016-08-12 at 17:05:22.652",FALSE,TRUE,"2016-08-15 13:48:18.454988+00","2016-08-12 17:07:29.598294+00"
1572,73,796,"Appointment reminder",FALSE,TRUE,"2016-08-15 16:56:07.471499+00","2016-08-15 16:55:10.992373+00"
1562,22,779,"New Convo 2016-08-12 at 22:13:06.862",FALSE,TRUE,"2016-08-15 13:49:01.441881+00","2016-08-12 22:15:14.089183+00"
1567,22,466,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 13:52:07.253399+00","2016-08-15 13:52:03.090003+00"
1573,73,797,"Appointment reminder",FALSE,TRUE,"2016-08-15 16:57:01.011123+00","2016-08-15 16:56:57.086693+00"
1535,14,662,"contact",TRUE,TRUE,"2016-08-25 19:14:49.544824+00","2016-08-11 20:11:28.331778+00"
1588,66,807,"New Conversation on 08/15",TRUE,TRUE,"2016-08-25 22:03:50.568539+00","2016-08-15 19:46:10.424099+00"
1578,73,800,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:17:52.299812+00","2016-08-15 19:16:23.389717+00"
1561,21,41,"Missed Phone Appointment",FALSE,TRUE,"2016-08-22 14:30:07.774429+00","2016-08-12 21:23:17.324747+00"
1568,59,437,"Attempted Contact",TRUE,TRUE,"2016-08-16 14:17:07.070322+00","2016-08-15 14:04:39.07347+00"
1579,73,801,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:19:32.754677+00","2016-08-15 19:18:32.324451+00"
1580,73,801,"New Convo 2016-08-15 at 19:23:55.337",FALSE,TRUE,"2016-08-15 19:31:18.214153+00","2016-08-15 19:26:06.339725+00"
1581,73,802,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:29:59.15996+00","2016-08-15 19:29:34.424203+00"
1582,73,803,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:32:47.605819+00","2016-08-15 19:32:17.820972+00"
1583,73,803,"New Convo 2016-08-15 at 19:31:01.768",FALSE,TRUE,"2016-08-15 19:37:15.853062+00","2016-08-15 19:33:12.776662+00"
1584,73,804,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:36:49.772479+00","2016-08-15 19:35:55.237124+00"
1585,73,805,"Appointment reminder",FALSE,TRUE,"2016-08-15 19:38:46.543288+00","2016-08-15 19:38:03.486766+00"
1586,73,805,"New Convo 2016-08-15 at 19:36:38.124",FALSE,TRUE,"2016-08-15 19:41:17.538112+00","2016-08-15 19:38:49.137246+00"
1587,78,806,"New Conversation on 08/15",TRUE,TRUE,"2016-08-17 16:45:39.258652+00","2016-08-15 19:43:21.286842+00"
1575,22,706,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 19:49:37.602297+00","2016-08-15 18:58:11.916792+00"
1574,42,798,"New Conversation on 08/15",TRUE,TRUE,"2016-08-26 18:54:24.06447+00","2016-08-15 18:50:05.711418+00"
1576,54,799,"CHECK IN",TRUE,TRUE,"2016-08-15 21:06:04.724773+00","2016-08-15 19:05:52.041266+00"
1541,63,646,"New Convo 2016-08-11 at 23:11:44.631",FALSE,TRUE,"2016-08-16 21:37:29.398664+00","2016-08-11 23:13:50.600701+00"
1565,49,791,"Individual Therapy Reminder",TRUE,TRUE,"2016-08-23 03:31:04.85693+00","2016-08-15 01:12:52.613415+00"
1559,42,790,"New Conversation on 08/12",TRUE,TRUE,"2016-08-25 14:44:57.41753+00","2016-08-12 20:09:15.305496+00"
1589,22,809,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 19:51:09.07525+00","2016-08-15 19:50:26.107079+00"
1590,54,464,"CHECK IN",TRUE,TRUE,"2016-08-15 19:57:44.438318+00","2016-08-15 19:53:28.45659+00"
1592,54,465,"CHECK IN",TRUE,TRUE,"2016-08-15 20:01:30.316206+00","2016-08-15 20:00:52.574753+00"
1593,78,808,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:02:55.151371+00","2016-08-15 20:02:55.151371+00"
1595,54,462,"CHECK IN",TRUE,TRUE,"2016-08-15 20:14:11.504026+00","2016-08-15 20:14:11.504026+00"
1598,78,813,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:30:18.658723+00","2016-08-15 20:30:18.658723+00"
1599,74,811,"appointment",TRUE,TRUE,"2016-08-15 20:31:14.941189+00","2016-08-15 20:31:14.941189+00"
1600,78,814,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:32:35.175884+00","2016-08-15 20:32:35.175884+00"
1601,78,815,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:33:59.951349+00","2016-08-15 20:33:59.951349+00"
1602,78,816,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:35:33.990692+00","2016-08-15 20:35:33.990692+00"
1605,78,819,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:40:21.220508+00","2016-08-15 20:40:21.220508+00"
1606,78,820,"New Conversation on 08/15",TRUE,TRUE,"2016-08-15 20:41:27.347969+00","2016-08-15 20:41:27.347969+00"
1596,71,812,"Testing",TRUE,TRUE,"2016-08-15 21:01:52.278097+00","2016-08-15 20:24:45.084037+00"
1603,78,817,"New Conversation on 08/15",TRUE,TRUE,"2016-08-16 19:07:55.810501+00","2016-08-15 20:37:20.15615+00"
1594,78,810,"New Conversation on 08/15",TRUE,TRUE,"2016-08-19 19:02:02.856166+00","2016-08-15 20:06:01.493003+00"
1604,78,818,"New Conversation on 08/15",TRUE,TRUE,"2016-08-25 16:18:51.424918+00","2016-08-15 20:39:07.837034+00"
1591,28,196,"New Convo 2016-08-15 at 19:57:31.203",FALSE,TRUE,"2016-08-15 20:00:18.400261+00","2016-08-15 19:59:42.234989+00"
1609,22,823,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 21:03:55.67415+00","2016-08-15 21:03:28.246334+00"
1626,63,830,"New Conversation on 08/16",FALSE,TRUE,"2016-08-16 21:37:20.789275+00","2016-08-16 15:12:05.300146+00"
1597,22,706,"New Convo 2016-08-15 at 20:24:50.621",FALSE,TRUE,"2016-08-15 21:04:18.641344+00","2016-08-15 20:27:01.677299+00"
1627,28,57,"New Convo 2016-08-16 at 15:54:23.663",FALSE,TRUE,"2016-08-16 15:57:19.341867+00","2016-08-16 15:56:35.783223+00"
1653,70,580,"New Convo 2016-08-17 at 15:34:43.182",TRUE,FALSE,"2016-08-17 15:36:56.613477+00","2016-08-17 15:36:56.6036+00"
1654,58,412,"New Convo 2016-08-17 at 15:34:43.182",TRUE,FALSE,"2016-08-17 15:36:56.613477+00","2016-08-17 15:36:56.6036+00"
1628,67,831,"New Conversation on 08/16",TRUE,TRUE,"2016-08-16 17:48:15.763031+00","2016-08-16 16:48:07.170928+00"
1610,22,664,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 21:13:16.848657+00","2016-08-15 21:10:53.794014+00"
1630,10,832,"New Conversation on 08/16",TRUE,TRUE,"2016-08-25 19:48:21.240315+00","2016-08-16 18:00:18.851106+00"
1629,28,531,"Convo yesterday",FALSE,TRUE,"2016-08-16 17:54:11.922253+00","2016-08-16 17:54:06.04297+00"
1611,22,779,"New Conversation on 08/15",FALSE,TRUE,"2016-08-15 21:17:36.252775+00","2016-08-15 21:14:41.756534+00"
1655,58,260,"New Convo 2016-08-17 at 15:34:43.182",TRUE,FALSE,"2016-08-17 15:36:56.613477+00","2016-08-17 15:36:56.6036+00"
1685,20,716,"Reminder",TRUE,TRUE,"2016-08-24 00:13:07.340109+00","2016-08-17 23:12:57.254343+00"
1614,66,824,"New Conversation on 08/15",TRUE,TRUE,"2016-08-16 18:40:48.468224+00","2016-08-15 22:52:43.930062+00"
1620,77,769,"APPT. Tomorrow",TRUE,TRUE,"2016-08-16 23:07:39.157778+00","2016-08-16 01:12:54.210441+00"
1670,71,850,"Testing",TRUE,TRUE,"2016-08-24 14:39:23.935031+00","2016-08-17 20:06:09.062127+00"
1619,77,768,"APPT. Tomorrow",TRUE,TRUE,"2016-08-16 23:07:41.499951+00","2016-08-16 01:12:54.200546+00"
1643,44,837,"New Conversation on 08/16",TRUE,TRUE,"2016-08-16 23:07:57.32116+00","2016-08-16 23:07:32.815801+00"
1617,,,"New Convo 2016-08-16 at 00:37:15.719",TRUE,FALSE,"2016-08-16 00:40:25.390279+00","2016-08-16 00:39:27.004539+00"
1651,21,82,"New Convo 2016-08-17 at 14:26:45.631",TRUE,FALSE,"2016-08-17 17:10:48.694784+00","2016-08-17 14:28:58.99011+00"
1622,59,667,"Attempted Contact",TRUE,TRUE,"2016-08-24 21:16:27.264811+00","2016-08-16 14:16:39.221703+00"
1621,56,826,"New Conversation on 08/16",TRUE,TRUE,"2016-08-16 13:19:05.391092+00","2016-08-16 13:14:10.952224+00"
1659,70,579,"New Conversation on 08/17",TRUE,TRUE,"2016-08-17 18:19:53.593003+00","2016-08-17 17:54:44.344465+00"
1623,71,828,"Testing",TRUE,TRUE,"2016-08-22 14:34:11.665979+00","2016-08-16 14:23:03.781059+00"
1686,63,550,"New Convo 2016-08-17 at 23:47:37.817",FALSE,TRUE,"2016-08-18 19:52:31.778463+00","2016-08-17 23:49:51.687988+00"
1625,43,829,"New Conversation on 08/16",TRUE,TRUE,"2016-08-16 14:54:35.029966+00","2016-08-16 14:54:35.029966+00"
1040,49,555,"number verification",TRUE,TRUE,"2016-08-23 03:31:37.862694+00","2016-07-26 19:14:36.150777+00"
1564,59,530,"New Convo 2016-08-14 at 00:30:05.989",TRUE,TRUE,"2016-08-16 15:07:07.313269+00","2016-08-14 00:32:14.650455+00"
1646,77,751,"APPT. Tomorrow",TRUE,TRUE,"2016-08-17 01:12:56.339018+00","2016-08-17 01:12:55.824397+00"
1608,42,822,"New Conversation on 08/15",FALSE,TRUE,"2016-08-19 15:45:26.462824+00","2016-08-15 20:56:22.068667+00"
1616,22,713,"New Convo 2016-08-16 at 00:16:20.948",FALSE,TRUE,"2016-08-16 15:26:28.320308+00","2016-08-16 00:18:32.214482+00"
1631,78,833,"New Conversation on 08/16",TRUE,TRUE,"2016-08-16 19:28:01.248662+00","2016-08-16 18:52:09.712203+00"
1673,73,849,"New Convo 2016-08-17 at 21:24:00.282",FALSE,TRUE,"2016-08-18 13:23:36.164813+00","2016-08-17 21:26:14.021071+00"
1612,22,664,"New Convo 2016-08-15 at 21:13:20.369",FALSE,TRUE,"2016-08-16 15:52:32.499283+00","2016-08-15 21:15:31.469623+00"
1635,22,466,"New Conversation on 08/16",FALSE,TRUE,"2016-08-16 20:48:40.355442+00","2016-08-16 20:48:01.883723+00"
1624,28,57,"New Convo 2016-08-16 at 14:22:02.997",FALSE,TRUE,"2016-08-16 15:56:22.504685+00","2016-08-16 14:24:15.032965+00"
1640,77,757,"New Conversation on 08/16",TRUE,TRUE,"2016-08-18 18:32:50.352839+00","2016-08-16 21:35:03.44133+00"
1633,70,835,"New Conversation on 08/16",TRUE,TRUE,"2016-08-26 14:47:46.149134+00","2016-08-16 19:19:46.964543+00"
1648,67,838,"New Conversation on 08/17",TRUE,TRUE,"2016-08-17 13:56:32.034907+00","2016-08-17 13:51:49.185089+00"
1649,67,839,"New Conversation on 08/17",TRUE,TRUE,"2016-08-17 13:58:06.338172+00","2016-08-17 13:58:06.338172+00"
1637,28,533,"New Convo 2016-08-16 at 21:01:59.851",FALSE,TRUE,"2016-08-16 21:10:55.487134+00","2016-08-16 21:04:12.256559+00"
1650,56,840,"New Conversation on 08/17",TRUE,TRUE,"2016-08-17 14:04:21.904584+00","2016-08-17 14:04:21.904584+00"
1636,70,836,"New Conversation on 08/16",TRUE,TRUE,"2016-08-17 14:08:24.996366+00","2016-08-16 20:59:22.932611+00"
1645,49,711,"Individual Therapy Reminder",FALSE,TRUE,"2016-08-17 01:12:56.326794+00","2016-08-17 01:12:55.811485+00"
1638,28,533,"New Convo 2016-08-16 at 21:11:38.849",FALSE,TRUE,"2016-08-16 21:15:17.011721+00","2016-08-16 21:13:51.263847+00"
1663,73,844,"Appointment reminder",FALSE,TRUE,"2016-08-17 19:22:03.836929+00","2016-08-17 19:21:57.639626+00"
1634,28,533,"New Conversation on 08/16",FALSE,TRUE,"2016-08-16 21:15:28.077394+00","2016-08-16 20:45:48.662887+00"
1674,75,854,"New Conversation on 08/17",TRUE,TRUE,"2016-08-17 21:29:46.463322+00","2016-08-17 21:29:46.463322+00"
1642,63,439,"Failed to Report",FALSE,TRUE,"2016-08-17 14:31:54.090816+00","2016-08-16 22:21:45.830588+00"
1639,63,334,"Warrants Issued",FALSE,TRUE,"2016-08-17 14:32:11.683345+00","2016-08-16 21:21:04.176895+00"
1672,78,852,"New Conversation on 08/17",TRUE,TRUE,"2016-08-26 04:22:12.401746+00","2016-08-17 21:03:40.708845+00"
1675,77,770,"Embrace Recovery",TRUE,TRUE,"2016-08-23 18:20:35.70247+00","2016-08-17 21:32:08.440965+00"
1660,22,469,"New Conversation on 08/17",FALSE,TRUE,"2016-08-17 18:07:38.156628+00","2016-08-17 18:06:18.910709+00"
1665,73,845,"Appointment reminder",FALSE,TRUE,"2016-08-17 19:24:42.137816+00","2016-08-17 19:24:36.090159+00"
1682,21,220,"New Convo 2016-08-17 at 21:53:33.970",TRUE,FALSE,"2016-08-17 22:50:35.78807+00","2016-08-17 21:55:47.736011+00"
